lambda	x
8.688400000e-01	8.129477877e-01
8.688400000e-01	8.140711954e-01
8.688400000e-01	8.162249352e-01
8.688400000e-01	8.240961650e-01
8.688400000e-01	8.259627805e-01
8.688400000e-01	8.265513855e-01
8.688400000e-01	8.268073138e-01
8.688400000e-01	8.269434736e-01
8.688400000e-01	8.474035101e-01
8.688400000e-01	8.474705927e-01
8.688400000e-01	8.475963765e-01
8.688400000e-01	8.478841666e-01
8.688400000e-01	8.487834476e-01
8.688400000e-01	8.523758407e-01
8.688400000e-01	8.533091294e-01
8.688400000e-01	8.537883648e-01
8.688400000e-01	8.567677141e-01
8.688400000e-01	8.578171567e-01
8.688400000e-01	8.579010270e-01
8.688400000e-01	8.580379125e-01
8.688400000e-01	8.582927922e-01
8.688400000e-01	8.588670509e-01
8.688400000e-01	8.605785601e-01
8.688400000e-01	8.656141860e-01
8.688400000e-01	8.659908932e-01
8.688400000e-01	8.669731773e-01
8.688400000e-01	8.671210607e-01
8.688400000e-01	8.674021668e-01
8.688400000e-01	8.684110619e-01
8.688400000e-01	8.686480334e-01
8.688400000e-01	8.687227100e-01
8.688400000e-01	8.687551778e-01
8.688400000e-01	8.687724514e-01
8.688800000e-01	3.478802583e-01
8.688800000e-01	3.767908268e-01
8.688800000e-01	4.015480752e-01
8.688800000e-01	4.478051477e-01
8.688800000e-01	5.005069852e-01
8.688800000e-01	5.714536073e-01
8.688800000e-01	7.715337271e-01
8.688800000e-01	8.045984287e-01
8.688800000e-01	8.276500303e-01
8.688800000e-01	8.470801547e-01
8.688800000e-01	8.572250188e-01
8.688800000e-01	8.688788979e-01
8.689200000e-01	3.477953280e-01
8.689200000e-01	3.771674368e-01
8.689200000e-01	4.017263032e-01
8.689200000e-01	4.473904208e-01
8.689200000e-01	4.995822379e-01
8.689200000e-01	5.716261801e-01
8.689200000e-01	7.714625907e-01
8.689200000e-01	8.050229806e-01
8.689200000e-01	8.278360950e-01
8.689200000e-01	8.470141636e-01
8.689200000e-01	8.570789464e-01
8.689200000e-01	8.689192516e-01
8.689600000e-01	3.477228089e-01
8.689600000e-01	3.774467663e-01
8.689600000e-01	4.018579540e-01
8.689600000e-01	4.470663845e-01
8.689600000e-01	4.988818315e-01
8.689600000e-01	5.717668063e-01
8.689600000e-01	7.714069877e-01
8.689600000e-01	8.053467393e-01
8.689600000e-01	8.279833370e-01
8.689600000e-01	8.469674149e-01
8.689600000e-01	8.569724183e-01
8.689600000e-01	8.689546385e-01
8.690000000e-01	3.476565602e-01
8.690000000e-01	3.776773785e-01
8.690000000e-01	4.019661808e-01
8.690000000e-01	4.467879161e-01
8.690000000e-01	4.982936783e-01
8.690000000e-01	5.718913199e-01
8.690000000e-01	7.713592201e-01
8.690000000e-01	8.056200520e-01
8.690000000e-01	8.281110645e-01
8.690000000e-01	8.469303445e-01
8.690000000e-01	8.568856972e-01
8.690000000e-01	8.689875144e-01
8.690400000e-01	3.475942983e-01
8.690400000e-01	3.778772840e-01
8.690400000e-01	4.020595831e-01
8.690400000e-01	4.465382614e-01
8.690400000e-01	4.977762209e-01
8.690400000e-01	5.720056070e-01
8.690400000e-01	7.713164262e-01
8.690400000e-01	8.058615865e-01
8.690400000e-01	8.282264478e-01
8.690400000e-01	8.468994003e-01
8.690400000e-01	8.568114625e-01
8.690400000e-01	8.690187924e-01
8.690800000e-01	3.474646322e-01
8.690800000e-01	3.476322535e-01
8.690800000e-01	3.772455420e-01
8.690800000e-01	3.786464411e-01
8.690800000e-01	4.017693009e-01
8.690800000e-01	4.024124636e-01
8.690800000e-01	4.457870095e-01
8.690800000e-01	4.470324638e-01
8.690800000e-01	4.959604731e-01
8.690800000e-01	4.991637119e-01
8.690800000e-01	5.718608188e-01
8.690800000e-01	5.722943036e-01
8.690800000e-01	7.711887601e-01
8.690800000e-01	7.713996657e-01
8.690800000e-01	8.052514545e-01
8.690800000e-01	8.066823999e-01
8.690800000e-01	8.280241938e-01
8.690800000e-01	8.285558531e-01
8.690800000e-01	8.467612431e-01
8.690800000e-01	8.470269578e-01
8.690800000e-01	8.565056318e-01
8.690800000e-01	8.570754277e-01
8.690800000e-01	8.690100183e-01
8.690800000e-01	8.690770006e-01
8.691200000e-01	3.473737497e-01
8.691200000e-01	3.476551089e-01
8.691200000e-01	3.767412857e-01
8.691200000e-01	3.790977034e-01
8.691200000e-01	4.015369594e-01
8.691200000e-01	4.026175664e-01
8.691200000e-01	4.453223104e-01
8.691200000e-01	4.474154312e-01
8.691200000e-01	4.948733607e-01
8.691200000e-01	5.002631175e-01
8.691200000e-01	5.717550345e-01
8.691200000e-01	5.724828586e-01
8.691200000e-01	7.711098090e-01
8.691200000e-01	7.714639120e-01
8.691200000e-01	8.047696023e-01
8.691200000e-01	8.071771642e-01
8.691200000e-01	8.278694029e-01
8.691200000e-01	8.287628292e-01
8.691200000e-01	8.466841411e-01
8.691200000e-01	8.471305503e-01
8.691200000e-01	8.563290836e-01
8.691200000e-01	8.572874536e-01
8.691200000e-01	8.690072788e-01
8.691200000e-01	8.691197031e-01
8.691600000e-01	3.472933295e-01
8.691600000e-01	3.473087898e-01
8.691600000e-01	3.476399910e-01
8.691600000e-01	3.476779841e-01
8.691600000e-01	3.762387804e-01
8.691600000e-01	3.765499131e-01
8.691600000e-01	3.793318904e-01
8.691600000e-01	3.794647892e-01
8.691600000e-01	4.013046411e-01
8.691600000e-01	4.014497802e-01
8.691600000e-01	4.027232999e-01
8.691600000e-01	4.027831098e-01
8.691600000e-01	4.449343233e-01
8.691600000e-01	4.450495392e-01
8.691600000e-01	4.475165394e-01
8.691600000e-01	4.477993548e-01
8.691600000e-01	4.939793598e-01
8.691600000e-01	4.942808755e-01
8.691600000e-01	5.006443064e-01
8.691600000e-01	5.013620443e-01
8.691600000e-01	5.716491666e-01
8.691600000e-01	5.717474294e-01
8.691600000e-01	5.726044368e-01
8.691600000e-01	5.726444592e-01
8.691600000e-01	7.710439704e-01
8.691600000e-01	7.710634539e-01
8.691600000e-01	7.714804054e-01
8.691600000e-01	7.715281818e-01
8.691600000e-01	8.042874952e-01
8.691600000e-01	8.046091674e-01
8.691600000e-01	8.074511796e-01
8.691600000e-01	8.075854045e-01
8.691600000e-01	8.277141725e-01
8.691600000e-01	8.278350068e-01
8.691600000e-01	8.288878815e-01
8.691600000e-01	8.289370029e-01
8.691600000e-01	8.466233859e-01
8.691600000e-01	8.466481038e-01
8.691600000e-01	8.471741797e-01
8.691600000e-01	8.472341062e-01
8.691600000e-01	8.561867711e-01
8.691600000e-01	8.562408682e-01
8.691600000e-01	8.573722669e-01
8.691600000e-01	8.574986807e-01
8.691600000e-01	8.690045317e-01
8.691600000e-01	8.690197132e-01
8.691600000e-01	8.691520430e-01
8.692000000e-01	3.472047259e-01
8.692000000e-01	3.472196993e-01
8.692000000e-01	3.472685057e-01
8.692000000e-01	3.473187459e-01
8.692000000e-01	3.474576591e-01
8.692000000e-01	3.475089648e-01
8.692000000e-01	3.475701061e-01
8.692000000e-01	3.476996482e-01
8.692000000e-01	3.477434359e-01
8.692000000e-01	3.753935679e-01
8.692000000e-01	3.757480484e-01
8.692000000e-01	3.768096633e-01
8.692000000e-01	3.773174103e-01
8.692000000e-01	3.789243462e-01
8.692000000e-01	3.793556251e-01
8.692000000e-01	3.797773272e-01
8.692000000e-01	3.799072401e-01
8.692000000e-01	4.009101777e-01
8.692000000e-01	4.010770399e-01
8.692000000e-01	4.015722100e-01
8.692000000e-01	4.018067113e-01
8.692000000e-01	4.025395151e-01
8.692000000e-01	4.027338798e-01
8.692000000e-01	4.029230246e-01
8.692000000e-01	4.029811171e-01
8.692000000e-01	4.444842262e-01
8.692000000e-01	4.445959643e-01
8.692000000e-01	4.449601554e-01
8.692000000e-01	4.453350020e-01
8.692000000e-01	4.467537653e-01
8.692000000e-01	4.472096074e-01
8.692000000e-01	4.481750623e-01
8.692000000e-01	4.485012868e-01
8.692000000e-01	4.929162461e-01
8.692000000e-01	4.932102906e-01
8.692000000e-01	4.941662791e-01
8.692000000e-01	4.946767600e-01
8.692000000e-01	4.951463554e-01
8.692000000e-01	4.988190434e-01
8.692000000e-01	4.999863014e-01
8.692000000e-01	5.024372339e-01
8.692000000e-01	5.032587204e-01
8.692000000e-01	5.714331457e-01
8.692000000e-01	5.715463983e-01
8.692000000e-01	5.718815219e-01
8.692000000e-01	5.720397330e-01
8.692000000e-01	5.725321087e-01
8.692000000e-01	5.726621942e-01
8.692000000e-01	5.727885833e-01
8.692000000e-01	5.728273615e-01
8.692000000e-01	7.709677542e-01
8.692000000e-01	7.709866350e-01
8.692000000e-01	7.710481661e-01
8.692000000e-01	7.711114859e-01
8.692000000e-01	7.712864639e-01
8.692000000e-01	7.713510524e-01
8.692000000e-01	7.714279970e-01
8.692000000e-01	7.715909276e-01
8.692000000e-01	7.716459724e-01
8.692000000e-01	8.034467475e-01
8.692000000e-01	8.038155694e-01
8.692000000e-01	8.049141692e-01
8.692000000e-01	8.054364409e-01
8.692000000e-01	8.070758324e-01
8.692000000e-01	8.075123227e-01
8.692000000e-01	8.079376870e-01
8.692000000e-01	8.080684424e-01
8.692000000e-01	8.274229734e-01
8.692000000e-01	8.275624224e-01
8.692000000e-01	8.279749037e-01
8.692000000e-01	8.281695464e-01
8.692000000e-01	8.287748970e-01
8.692000000e-01	8.289347198e-01
8.692000000e-01	8.290899536e-01
8.692000000e-01	8.291375722e-01
8.692000000e-01	8.465492126e-01
8.692000000e-01	8.465732226e-01
8.692000000e-01	8.466513908e-01
8.692000000e-01	8.467317058e-01
8.692000000e-01	8.470344183e-01
8.692000000e-01	8.471312563e-01
8.692000000e-01	8.473356879e-01
8.692000000e-01	8.474045617e-01
8.692000000e-01	8.560137558e-01
8.692000000e-01	8.560666491e-01
8.692000000e-01	8.562383133e-01
8.692000000e-01	8.564138295e-01
8.692000000e-01	8.570673873e-01
8.692000000e-01	8.572737588e-01
8.692000000e-01	8.577050397e-01
8.692000000e-01	8.578489850e-01
8.692000000e-01	8.689847721e-01
8.692000000e-01	8.690022687e-01
8.692000000e-01	8.690540283e-01
8.692000000e-01	8.690784566e-01
8.692000000e-01	8.690989545e-01
8.692000000e-01	8.691544509e-01
8.692000000e-01	8.691745210e-01
8.692000000e-01	8.691940179e-01
8.692400000e-01	3.471482988e-01
8.692400000e-01	3.472484076e-01
8.692400000e-01	3.472625821e-01
8.692400000e-01	3.474195495e-01
8.692400000e-01	3.474517952e-01
8.692400000e-01	3.477180535e-01
8.692400000e-01	3.477279920e-01
8.692400000e-01	3.752052642e-01
8.692400000e-01	3.752854831e-01
8.692400000e-01	3.760430005e-01
8.692400000e-01	3.774769865e-01
8.692400000e-01	3.777479173e-01
8.692400000e-01	3.790837043e-01
8.692400000e-01	3.792057073e-01
8.692400000e-01	3.800465093e-01
8.692400000e-01	3.800738423e-01
8.692400000e-01	4.008240834e-01
8.692400000e-01	4.008619446e-01
8.692400000e-01	4.018812589e-01
8.692400000e-01	4.020053577e-01
8.692400000e-01	4.026114654e-01
8.692400000e-01	4.026663624e-01
8.692400000e-01	4.030426786e-01
8.692400000e-01	4.030548539e-01
8.692400000e-01	4.442733613e-01
8.692400000e-01	4.442967647e-01
8.692400000e-01	4.450213060e-01
8.692400000e-01	4.451271943e-01
8.692400000e-01	4.462995308e-01
8.692400000e-01	4.465402954e-01
8.692400000e-01	4.478322592e-01
8.692400000e-01	4.485272502e-01
8.692400000e-01	4.486013742e-01
8.692400000e-01	4.924784542e-01
8.692400000e-01	4.925402528e-01
8.692400000e-01	4.944460069e-01
8.692400000e-01	4.947232978e-01
8.692400000e-01	4.983928598e-01
8.692400000e-01	5.016954516e-01
8.692400000e-01	5.034503839e-01
8.692400000e-01	5.036366390e-01
8.692400000e-01	5.714263187e-01
8.692400000e-01	5.714520284e-01
8.692400000e-01	5.721410549e-01
8.692400000e-01	5.722245330e-01
8.692400000e-01	5.726309917e-01
8.692400000e-01	5.726677037e-01
8.692400000e-01	5.729189109e-01
8.692400000e-01	5.729270253e-01
8.692400000e-01	7.709320627e-01
8.692400000e-01	7.710583123e-01
8.692400000e-01	7.710761819e-01
8.692400000e-01	7.712739668e-01
8.692400000e-01	7.713145743e-01
8.692400000e-01	7.716495755e-01
8.692400000e-01	7.716620695e-01
8.692400000e-01	8.032873853e-01
8.692400000e-01	8.033710605e-01
8.692400000e-01	8.041586998e-01
8.692400000e-01	8.056372320e-01
8.692400000e-01	8.059147436e-01
8.692400000e-01	8.072744373e-01
8.692400000e-01	8.073979155e-01
8.692400000e-01	8.082456585e-01
8.692400000e-01	8.082731226e-01
8.692400000e-01	8.273890085e-01
8.692400000e-01	8.274206975e-01
8.692400000e-01	8.282694436e-01
8.692400000e-01	8.283721963e-01
8.692400000e-01	8.288722389e-01
8.692400000e-01	8.289173809e-01
8.692400000e-01	8.292261629e-01
8.692400000e-01	8.292361339e-01
8.692400000e-01	8.465264016e-01
8.692400000e-01	8.466869483e-01
8.692400000e-01	8.467096314e-01
8.692400000e-01	8.469600156e-01
8.692400000e-01	8.470112683e-01
8.692400000e-01	8.474320822e-01
8.692400000e-01	8.474477072e-01
8.692400000e-01	8.559530403e-01
8.692400000e-01	8.559641697e-01
8.692400000e-01	8.563064320e-01
8.692400000e-01	8.563560805e-01
8.692400000e-01	8.568994272e-01
8.692400000e-01	8.570095768e-01
8.692400000e-01	8.575922725e-01
8.692400000e-01	8.578998807e-01
8.692400000e-01	8.579324472e-01
8.692400000e-01	8.689973371e-01
8.692400000e-01	8.691076850e-01
8.692400000e-01	8.691205669e-01
8.692400000e-01	8.691832710e-01
8.692400000e-01	8.692276695e-01
8.692800000e-01	3.470790440e-01
8.692800000e-01	3.472018453e-01
8.692800000e-01	3.472966580e-01
8.692800000e-01	3.473967838e-01
8.692800000e-01	3.477610931e-01
8.692800000e-01	3.746242644e-01
8.692800000e-01	3.776200160e-01
8.692800000e-01	3.784637160e-01
8.692800000e-01	3.784693610e-01
8.692800000e-01	3.792841748e-01
8.692800000e-01	3.803538397e-01
8.692800000e-01	4.005519053e-01
8.692800000e-01	4.019478111e-01
8.692800000e-01	4.023317079e-01
8.692800000e-01	4.027014621e-01
8.692800000e-01	4.031784943e-01
8.692800000e-01	4.439659529e-01
8.692800000e-01	4.448846115e-01
8.692800000e-01	4.455937193e-01
8.692800000e-01	4.455986627e-01
8.692800000e-01	4.463423668e-01
8.692800000e-01	4.490640811e-01
8.692800000e-01	4.917829070e-01
8.692800000e-01	4.942070336e-01
8.692800000e-01	4.960620871e-01
8.692800000e-01	4.960749686e-01
8.692800000e-01	4.980047910e-01
8.692800000e-01	5.049228523e-01
8.692800000e-01	5.049291004e-01
8.692800000e-01	5.712930284e-01
8.692800000e-01	5.722368522e-01
8.692800000e-01	5.724944559e-01
8.692800000e-01	5.727417851e-01
8.692800000e-01	5.730597485e-01
8.692800000e-01	7.708801513e-01
8.692800000e-01	7.710350801e-01
8.692800000e-01	7.711546195e-01
8.692800000e-01	7.712807833e-01
8.692800000e-01	7.717391881e-01
8.692800000e-01	8.027167671e-01
8.692800000e-01	8.058208883e-01
8.692800000e-01	8.066822390e-01
8.692800000e-01	8.075144271e-01
8.692800000e-01	8.085913264e-01
8.692800000e-01	8.271989195e-01
8.692800000e-01	8.283626811e-01
8.692800000e-01	8.286799424e-01
8.692800000e-01	8.289843763e-01
8.692800000e-01	8.293754841e-01
8.692800000e-01	8.464828118e-01
8.692800000e-01	8.466801017e-01
8.692800000e-01	8.468318047e-01
8.692800000e-01	8.469914215e-01
8.692800000e-01	8.475671007e-01
8.692800000e-01	8.558458062e-01
8.692800000e-01	8.562816010e-01
8.692800000e-01	8.566131115e-01
8.692800000e-01	8.569584935e-01
8.692800000e-01	8.581741755e-01
8.692800000e-01	8.689903712e-01
8.692800000e-01	8.691360474e-01
8.692800000e-01	8.691757788e-01
8.692800000e-01	8.692134794e-01
8.692800000e-01	8.692629233e-01
8.693200000e-01	3.469836386e-01
8.693200000e-01	3.471424831e-01
8.693200000e-01	3.471598371e-01
8.693200000e-01	3.473316976e-01
8.693200000e-01	3.473766430e-01
8.693200000e-01	3.476872158e-01
8.693200000e-01	3.476972218e-01
8.693200000e-01	3.479092443e-01
8.693200000e-01	3.731456059e-01
8.693200000e-01	3.748275761e-01
8.693200000e-01	3.749082489e-01
8.693200000e-01	3.774699378e-01
8.693200000e-01	3.793239756e-01
8.693200000e-01	3.794746978e-01
8.693200000e-01	3.803522914e-01
8.693200000e-01	3.808701514e-01
8.693200000e-01	3.998464204e-01
8.693200000e-01	4.006514083e-01
8.693200000e-01	4.006895490e-01
8.693200000e-01	4.018801578e-01
8.693200000e-01	4.020535452e-01
8.693200000e-01	4.027190635e-01
8.693200000e-01	4.027864882e-01
8.693200000e-01	4.031768805e-01
8.693200000e-01	4.034055370e-01
8.693200000e-01	4.434618235e-01
8.693200000e-01	4.439005864e-01
8.693200000e-01	4.446516676e-01
8.693200000e-01	4.447816377e-01
8.693200000e-01	4.464049023e-01
8.693200000e-01	4.487281800e-01
8.693200000e-01	4.488029811e-01
8.693200000e-01	4.503871265e-01
8.693200000e-01	4.905596162e-01
8.693200000e-01	4.917271378e-01
8.693200000e-01	4.937136906e-01
8.693200000e-01	4.940558775e-01
8.693200000e-01	4.982889861e-01
8.693200000e-01	5.042089608e-01
8.693200000e-01	5.043967071e-01
8.693200000e-01	5.083289958e-01
8.693200000e-01	5.708637994e-01
8.693200000e-01	5.714123691e-01
8.693200000e-01	5.714382651e-01
8.693200000e-01	5.722423844e-01
8.693200000e-01	5.723588085e-01
8.693200000e-01	5.728041098e-01
8.693200000e-01	5.728490859e-01
8.693200000e-01	5.731090059e-01
8.693200000e-01	5.732608547e-01
8.693200000e-01	7.707951731e-01
8.693200000e-01	7.709956777e-01
8.693200000e-01	7.710175714e-01
8.693200000e-01	7.712342667e-01
8.693200000e-01	7.712909004e-01
8.693200000e-01	7.716818186e-01
8.693200000e-01	7.716944008e-01
8.693200000e-01	7.719608357e-01
8.693200000e-01	8.011952591e-01
8.693200000e-01	8.029666324e-01
8.693200000e-01	8.030510303e-01
8.693200000e-01	8.057041500e-01
8.693200000e-01	8.075918203e-01
8.693200000e-01	8.077440732e-01
8.693200000e-01	8.086269816e-01
8.693200000e-01	8.091450945e-01
8.693200000e-01	8.266427425e-01
8.693200000e-01	8.273204691e-01
8.693200000e-01	8.273524488e-01
8.693200000e-01	8.283447605e-01
8.693200000e-01	8.284883037e-01
8.693200000e-01	8.290369869e-01
8.693200000e-01	8.290923726e-01
8.693200000e-01	8.294123279e-01
8.693200000e-01	8.295991494e-01
8.693200000e-01	8.463967903e-01
8.693200000e-01	8.464913006e-01
8.693200000e-01	8.466526272e-01
8.693200000e-01	8.466804856e-01
8.693200000e-01	8.469553946e-01
8.693200000e-01	8.470269964e-01
8.693200000e-01	8.475184412e-01
8.693200000e-01	8.475341779e-01
8.693200000e-01	8.478662192e-01
8.693200000e-01	8.556429975e-01
8.693200000e-01	8.558539062e-01
8.693200000e-01	8.562111683e-01
8.693200000e-01	8.562725066e-01
8.693200000e-01	8.570265636e-01
8.693200000e-01	8.580670161e-01
8.693200000e-01	8.580997556e-01
8.693200000e-01	8.587819853e-01
8.693200000e-01	8.689377065e-01
8.693200000e-01	8.690224158e-01
8.693200000e-01	8.691504777e-01
8.693200000e-01	8.691684303e-01
8.693200000e-01	8.692370727e-01
8.693200000e-01	8.693074410e-01
8.693600000e-01	3.469777644e-01
8.693600000e-01	3.471203224e-01
8.693600000e-01	3.471812409e-01
8.693600000e-01	3.472608415e-01
8.693600000e-01	3.477150530e-01
8.693600000e-01	3.481784510e-01
8.693600000e-01	3.489268021e-01
8.693600000e-01	3.543856348e-01
8.693600000e-01	3.655298521e-01
8.693600000e-01	3.707846705e-01
8.693600000e-01	3.743718549e-01
8.693600000e-01	3.780920623e-01
8.693600000e-01	3.781314166e-01
8.693600000e-01	3.788147863e-01
8.693600000e-01	3.793426631e-01
8.693600000e-01	3.805944714e-01
8.693600000e-01	3.815576891e-01
8.693600000e-01	3.959245840e-01
8.693600000e-01	3.986886218e-01
8.693600000e-01	4.004384975e-01
8.693600000e-01	4.021820406e-01
8.693600000e-01	4.024904826e-01
8.693600000e-01	4.027271144e-01
8.693600000e-01	4.032828333e-01
8.693600000e-01	4.037054775e-01
8.693600000e-01	4.428182076e-01
8.693600000e-01	4.436279406e-01
8.693600000e-01	4.446970594e-01
8.693600000e-01	4.451538268e-01
8.693600000e-01	4.457505708e-01
8.693600000e-01	4.491526404e-01
8.693600000e-01	4.526158461e-01
8.693600000e-01	4.581841105e-01
8.693600000e-01	4.889533746e-01
8.693600000e-01	4.911194293e-01
8.693600000e-01	4.939526513e-01
8.693600000e-01	4.951534911e-01
8.693600000e-01	4.968033810e-01
8.693600000e-01	5.053999780e-01
8.693600000e-01	5.138478542e-01
8.693600000e-01	5.264870308e-01
8.693600000e-01	5.542148732e-01
8.693600000e-01	5.681879542e-01
8.693600000e-01	5.701206859e-01
8.693600000e-01	5.713194175e-01
8.693600000e-01	5.724957951e-01
8.693600000e-01	5.727020976e-01
8.693600000e-01	5.728600097e-01
8.693600000e-01	5.732296426e-01
8.693600000e-01	5.735096323e-01
8.693600000e-01	7.708232208e-01
8.693600000e-01	7.710031909e-01
8.693600000e-01	7.710800493e-01
8.693600000e-01	7.711804357e-01
8.693600000e-01	7.717523303e-01
8.693600000e-01	7.723341722e-01
8.693600000e-01	7.732703442e-01
8.693600000e-01	7.799696085e-01
8.693600000e-01	7.929319647e-01
8.693600000e-01	7.987078530e-01
8.693600000e-01	8.025258251e-01
8.693600000e-01	8.063777124e-01
8.693600000e-01	8.064178718e-01
8.693600000e-01	8.071132565e-01
8.693600000e-01	8.076478679e-01
8.693600000e-01	8.089067648e-01
8.693600000e-01	8.098669212e-01
8.693600000e-01	8.233032532e-01
8.693600000e-01	8.256967032e-01
8.693600000e-01	8.271797913e-01
8.693600000e-01	8.286326494e-01
8.693600000e-01	8.288870808e-01
8.693600000e-01	8.290817490e-01
8.693600000e-01	8.295371165e-01
8.693600000e-01	8.298817473e-01
8.693600000e-01	8.462804735e-01
8.693600000e-01	8.464551785e-01
8.693600000e-01	8.466848151e-01
8.693600000e-01	8.467825709e-01
8.693600000e-01	8.469099688e-01
8.693600000e-01	8.476296175e-01
8.693600000e-01	8.483510320e-01
8.693600000e-01	8.494888369e-01
8.693600000e-01	8.553700332e-01
8.693600000e-01	8.557624139e-01
8.693600000e-01	8.562720046e-01
8.693600000e-01	8.564867760e-01
